pageid,revision_id,title,ns
53823587,1078410120,Eva Hayman,0
57747398,1052319385,Katharine Asquith,0
51062801,1056591990,Monstraverunt,0
3207296,1027355623,Caradog ap Gruffydd,0
30506803,990581786,Eastern sigillata B,0
12408,1075275258,Gnaeus Julius Agricola,0
7158659,1018309452,Eutychius Proclus,0
46202561,1061507147,Spata family,0
49003497,1066172084,Alice Margaret Cooke,0
39713540,1065359622,Susannah Dobson,0
58670937,1076527696,List of shipwrecks in July 1849,0
787345,1051042365,Amalia García,0
12494728,1078196294,List of monastic houses in Wiltshire,0
35644014,1005106621,Lucien Loizeau,0
42432458,959868377,The Philatelic Record,0
25940372,1075249018,Wanda Wulz,0
22565438,1071392443,Percy Gray Doane,0
4018935,1074702780,Gangaridai,0
35639175,1068637182,Raoul Manselli,0
32136070,1056350928,Damir Špica,0
17707235,1058543924,Saint Serapia,0
65634620,1038752458,Byzantine–Serbian War (1090–1095),0
44281293,1035584369,Orthotes Onomaton,0
2621640,1006571778,Košljun (island),0
14431411,1026068444,Dinos Painter,0
11030111,1069847570,Rachel O. Wingate,0
504011,1076925090,"Abel, King of Denmark",0
4933320,1074238397,1706 in architecture,0
52935985,1080053673,Amy Morris Bradley,0
157653,1078830071,Anna Komnene,0
16037211,1031831109,1930 in Norway,0
67237609,1018298353,Joyce M. S. Tompkins,0
45211451,1065757762,Mazaei,0
21174792,1027079080,Dudo of Laurenburg,0
34693800,1048441558,Princess Louise of Brandenburg-Schwedt,0
25473394,1049488326,Princess Feodora of Hohenlohe-Langenburg,0
47536571,1074741592,Hurrian religion,0
56985466,1080135694,List of Papua New Guinean flags,0
10989170,1072570775,Olga Hepnarová,0
25573843,998477508,Sophie Amalie Lindenov,0
45690192,1043413954,Louisa Fontenelle,0
14313941,1028333362,Hradisko Monastery,0
10854389,1048398796,Crusade of Romanianism,0
7608410,1073716277,Elizabeth Peratrovich,0
32995379,1062618762,Maubuisson Abbey,0
53256381,1047997784,Rosa Kinckle Jones,0
2648873,1064008228,Kings' sagas,0
57746693,1073263083,Grete Wilde,0
45318059,1062373504,Ernestine of Sayn-Wittgenstein,0
10664821,1057412615,Preslav Treasure,0
64512401,1043264616,Agatha Streicher,0
10197698,1056261400,Cup-bearer,0
31105000,1013790441,Princess Charlotte of Hesse-Darmstadt,0
29816804,1076967611,Walter Anderson (historian),0
62280558,1079169416,Lucius Papirius Mugillanus (consul 444 BC),0
53232596,1080497060,Ethel Painter Hood,0
240059,1080279465,Femininity,0
27989953,1060010763,Shapwick Hoard,0
641820,1062759208,Rechab,0
25535975,1069575719,Mary Wolverston,0
799523,1037837683,Yibbum,0
36254732,994138935,Khandzta,0
48047729,1046413756,Werewolves of Ossory,0
9482413,1046608948,Treaty of Saint Petersburg (1834),0
51504387,1071288415,Hümaşah Sultan (daughter of Şehzade Mehmed),0
34221334,1076432609,List of number-one dance airplay hits of 2012 (U.S.),0
5354099,1080266137,List of fortifications in Serbia,0
33812398,1052054332,Princess Tokushi,0
56001951,1056486786,Hannah Morris,0
7915950,1051140547,Mary Collyer,0
58309267,1017099269,Aurora Luque,0
2113375,1070975663,KV20,0
55086002,1014226741,Cornelia Ramondt-Hirschmann,0
82090,1008010603,Tenages,0
54454374,1047976817,Statue of the Tiber river with Romulus and Remus,0
61872,1065510407,226 BC,0
64090580,1009156724,Mary Wood Swift,0
17022157,1068928066,Othermother,0
5564361,1078524880,Ingeborg of Norway,0
56447953,1023863001,Lois Randolph,0
8204629,1076207359,Sareisa,0
18713290,909120443,Mary Juliana Hardman,0
7683661,1078835671,Princess Henriette Adelaide of Savoy,0
50366588,1051665728,Ethel Cox,0
41814830,1071906052,Ellen Eglin,0
33957303,939184364,Joe Bell site,0
31733577,1032186981,Tony Pastore,0
66092647,1061482858,Margaret Radclyffe Livingstone Eyre,0
42301879,1034724113,Josef Valčík,0
39201252,1021220218,Eugenia Logvinovna Lashnyukova,0
21140256,1075516658,Bernard of Valence,0
2023413,1074664673,Quintus Cassius Longinus,0
58219413,1068379364,Rando (king),0
8945524,1050775210,Ponos,0
891953,948577265,Postage stamps and postal history of Inhambane,0
275790,1077243339,Coel Hen,0
33514708,1070926591,Bozoklu Mustafa Pasha,0
69124857,1071580161,Mildred Inks Davidson Dalrymple,0
67430218,1056947620,Ulrike Gauss,0
58200202,1060517139,Jews in Bielsko-Biała,0
70021756,1072454954,Bertha L. Turner,0
24070338,1077139068,List of margravines of Meissen,0
49972071,1056712084,Modern Woman: The Lost Sex,0
62089407,1076146538,Rose Cottage Cave,0
25043522,1004189842,Ela Longespee,0
3152491,1067147247,Istakhr,0
1261233,1076939106,Naucratis,0
20754972,1080373126,List of proposed state mergers,0
62569532,1078633522,Charlotte Nichols,0
1677,1080436920,Alfonso XIII,0
37475254,1074269546,1664 in Denmark,0
33458478,1078694070,George Keate,0
47845469,1068544870,Rosa Taddei,0
9169689,1074352044,Drombeg stone circle,0
59102419,1076881526,Battle of Philomelion (1190),0
36215888,806563223,High steward (Ancient Egypt),0
267210,943890980,1377 in literature,0
17186434,1068480032,Flag of Serbia and Montenegro,0
25892955,1070218097,Pharnacid dynasty,0
1681981,1070342554,Veljko Vlahović,0
24056,1078055648,Pope Boniface IV,0
32722058,972027604,Battle of Nesbit Moor,0
34859,999878217,220s BC,0
7777273,1077178470,Princess Amalie of Hesse-Darmstadt,0
403317,1064257043,"Joscelin II, Count of Edessa",0
59932,1063539678,128 BC,0
36249,1074781079,713,0
46839366,1057902615,National Association for Women's Suffrage (Norway),0
22850145,1070937804,Jørgine Boomer,0
2846443,970157539,List of British post offices abroad,0
56796246,897685371,Lacon-Gunale,0
25286737,1031207675,Hermotimus of Pedasa,0
33871120,1077184138,Apron (architecture),0
3026387,1077858856,Archduchess Marie-Astrid of Austria,0
33728328,1033809213,Hilde von Stolz,0
42341988,1047651720,Toca da Tira Peia,0
6932009,1078698392,Elżbieta Czyżewska,0
68129408,1055772690,Israel Shatzman,0
45671281,1020867093,Nearchus (disambiguation),0
35115,1045237163,410,0
33503005,959581136,Klazomenian vase painting,0
48272753,1073299123,Martha Thorne,0
58699241,1006111314,Ballon Hill,0
718884,1078983315,Massacre of Lwów professors,0
3292485,1061386631,Emblem of Iraq,0
304141,1080074010,Jewish history,0
1098977,1064961353,Dorothy Thompson,0
3714886,999461085,Minoan Modi,0
43819546,1047550705,Gove's Rebellion,0
58946254,1017866089,Edith Brenneche Petersen,0
33756757,1075500008,Papyrus Oxyrhynchus 110,0
9372537,1070945512,Maximilian Karl Lamoral O'Donnell,0
56190514,1049262089,Martina Mayne,0
2248622,1076664918,Mask of Agamemnon,0
14605117,821119903,Nicaenetus of Samos,0
2007865,1040228566,Cragus (mythology),0
56280163,1011456745,Margaret L. Curry,0
2960437,1064712673,Vulci,0
272833,1079361345,Libation,0
68302732,1035194951,Albert cloth,0
1976673,1047330811,Annette Bear-Crawford,0
28024580,1025257140,Prix Blumenthal,0
4013311,718961640,Korsvägen,0
4364284,1041832250,Huna Kingdom,0
35143,1070208817,1629,0
40753783,1063380608,Robert Waterton,0
7890739,1080375658,Rıza Tevfik Bölükbaşı,0
8349930,1073455050,Destruction of the Thracian Bulgarians in 1913,0
66299383,1022317118,Milford Industrial Home,0
51262223,1066880537,Jaquinta of Bari,0
18097063,1062929553,"Honor Grenville, Viscountess Lisle",0
22501512,1072098921,Comito,0
1865142,1069616903,Parmelia (barque),0
35255900,1019906406,Guernsey Martyrs,0
24025957,1080319337,Alice Mitchell,0
6407386,1064396475,Margaret Scott (dancer),0
18098633,1058547004,Ashot III of Armenia,0
67715288,1060521854,Angela (enslaved woman),0
36262395,1058622956,Grouville Hoard,0
36136081,804413496,Lower-Rhine Urnfield culture,0
13249096,1061610724,Andria Apakidze,0
67560456,1021187151,Lysinomus,0
13714463,1074044372,Libius Severus,0
6681426,1068942831,Rachel Trickett,0
80622,1068025772,Telesterion,0
24909171,993640043,Maria Louisa Charlesworth,0
62007785,1009403120,Johanne Philippine Nathusius,0
43942568,1040970428,Martha Curnutt Casto,0
40050,1046606941,1052,0
12578068,934646678,Coat of arms of Buzău,0
1905964,1044962513,Corbinian,0
39558128,1065863335,1803 in Scotland,0
1749215,1047967976,Warmians,0
137473,1078890870,Maximus the Confessor,0
44943532,1015200697,Hegumen Mardarije,0
1699287,1050742340,Cardium pottery,0
5588135,1061446658,Temple of Vespasian and Titus,0
65827015,1060092325,"Emmanuel d'Albert, 11th Duke of Chaulnes",0
10719051,960591139,1249 in poetry,0
3578023,1061387563,Ernest de Sarzec,0
25000535,949820087,Draconcopedes,0
16119131,1045601094,Vokil,0
8423497,1017064856,Anna Garlin Spencer,0
61403521,1003980532,Duchess of Portland (1783 ship),0
25805543,1055362553,Lucius Calpurnius Piso Caesoninus,0
59522385,1018751614,Juvayni family,0
63282229,1020449888,Margaret Cunnison,0
177590,1075119714,Caroline Schelling,0
37802612,1075439682,Ahmed Sudi,0
43771,1070027661,190,0
66831999,1076519206,List of shipwrecks in December 1872,0
46366224,1060938468,Maria Emilia Reis Castro,0
37354464,1073699497,Isabella Garnett,0
28201524,1048687661,Myrto,0
52673274,1051335566,Olly Holzmann,0
12407565,1074032134,Phoenicia under Assyrian rule,0
60769999,1076526705,List of shipwrecks in May 1854,0
32478008,1011070291,1961–62 Yugoslav Ice Hockey League season,0
11440437,1016816090,Hirsch Edelmann,0
3316269,1067776842,Georgiana McCrae,0
61058980,1075587971,Józefa Joteyko,0
7430095,1007934545,Cingetorix (Briton),0
35090,1031777772,630s,0
36432571,1077697703,Frutolf of Michelsberg,0
43165923,1072913745,Maud Wagner,0
28785249,1043580277,York Franciscan Friary,0
10692028,1074179115,Ida B. Wise,0
51505219,1009726634,Beatrice Isabel Jones,0
31787634,1017611696,TT66,0
60503,1073320085,206 BC,0
31674090,1002739669,Princess Irina Nikolaïevna Orlova,0
26736086,1077093868,Emperor of the Serbs,0
13579414,1065651578,"Temple of Hera, Olympia",0
68797997,1071796370,9th Summit of the Non-Aligned Movement,0
31530726,1072648557,Mail robbery,0
23654620,1058503473,Zagreb Points,0
48787796,1054628664,Theodora Angelina Palaiologina,0
10306696,1080010164,Robert Haas (clergyman),0
36317,1070276033,615,0
41093934,1012010765,Francesc de Tovia,0
24272028,968334068,London 2010 Festival of Stamps,0
42408038,977379719,Loulou Boulaz,0
54817685,803787705,Pharnaces (Persian noble),0
68851524,1054524389,"Victoria May, Baroness Plunket",0
70311733,1078062481,San Juanillo,0
1077876,978596391,Niesobia coat of arms,0
38731,1050295564,1022,0
66504270,1015944520,SS Huntingdon (1920),0
1925125,1013040110,Metoposcopy,0
14483899,927089328,Battle of Thessalonica (1014),0
7580004,1062875009,Elizabeth Ashbridge,0
1729377,1079624816,Časlav of Serbia,0
11437237,1069102936,Diffarreation,0
2785360,1079930829,Publius Villius Tappulus,0
70177613,1076032257,Flora E. Strout,0
60935207,1048753796,Maria Howard Weeden,0
22342973,1080453923,Penteconter,0
30604514,1042414361,Carmen Barradas,0
1326651,1031336646,Princess Amelia of Great Britain,0
69640031,1080030641,Heraclitus of Halicarnassus,0
32254069,1071049346,Ahmed Esad Pasha,0
49186,1072572254,Pope Anacletus,0
26985551,1012743153,Roman lead pipe inscription,0
61206270,1041501523,Elisabeth Jastrow,0
53079977,1078604904,Tapuri,0
47288684,1077775529,Swimming at the Island Games,0
64140731,1050870982,Joyce Dunsheath,0
209295,1043264650,Nonius Marcellus,0
34584497,1047815024,Succession to the French throne,0
16489458,1052941693,Clelia Barbieri,0
4186219,1051674628,Vera C. Bushfield,0
13149882,1037816005,Simon de Wedale,0
27659501,959920920,Sermon to the Princes,0
61717565,1064182920,Lillian Metge,0
47891666,1076027670,Abdication of Wilhelm II,0
55791878,1017952013,Aisome-gawa (Noh),0
56642336,1078211258,Lucy Evelyn Peabody,0
43257778,1062192073,Laura Pescatori,0
30239559,1074186947,Chilean corvette Esmeralda,0
1337863,1079804251,Critias (dialogue),0
55856959,1059659089,Stella Soulioti,0
60245797,1040113141,Adam Almiliby,0
60681323,1064704738,Kastabara,0
37872259,1075736209,Sarkis Erganian,0
69241780,1070834574,Ōkurakyō no Tsubone,0
68331530,1059954922,Mina Bruere,0
48491375,1038742932,Togatus Barberini,0
20756886,1009617907,Ginevra Sforza,0
51354,1034941695,690s BC,0
48544867,1067767600,Eliza Clayland Tomlinson Foster,0
214846,1014654406,1770 in literature,0
4098556,1042416491,Aristobulus IV,0
47140247,1070723772,French brig Suffisante (1793),0
51362,957094130,430s BC,0
52795152,1074225654,Mary Simmerson Cunningham Logan,0
25761348,1005859536,Giacomo IV Crispo,0
10471886,1057982385,"Hartmann, Count of Württemberg",0
62897525,1034473497,Bıyıklı Mehmed Pasha,0
39073702,1079842647,Farrukhan the Great,0
38801232,1011545935,Nino Aquila,0
32176331,1073279298,Jóannes Lamhauge,0
46973111,1039091209,Jean-Rémy Palanque,0
25071288,937574629,Mae Mallory,0
51273,1078127683,Rabbi,0
30338552,933101074,RW11,0
6975055,1074177589,"Amenhotep, son of Hapu",0
59081780,952847076,Bathos (Arcadia),0
59681157,1078242227,List of nicknames of philosophers,0
41741485,1016898655,Basilikoi anthropoi,0
3624345,960194882,Alja Rachmanowa,0
5863801,1075881638,Canadian Postal Museum,0
2982016,1054067662,Chares of Mytilene,0
52405372,1043438055,Pyramid of Khentkaus II,0
49397718,1051461925,Jadwiga Lenartowicz Rylko,0
291593,1078151952,Ali Pasha of Ioannina,0
37473769,1010864015,Jaromar (bishop),0
21453227,1062237264,Anna Maria of Anhalt,0
6245234,1043081881,The Abandonment of the Jews,0
42484,1067292480,1244,0
62731954,1040875681,Mia Green,0
28497863,1044486592,Ankerwycke Priory,0
33904932,1057124327,Yarumela,0
3170865,1071430359,Erika von Brockdorff,0
17279021,1050720768,Erridupizir,0
59225120,1071576943,Shemsi Pasha (general),0
64015609,1046069241,Suedia gens,0
471115,1039901814,Sandra Chapin,0
85645,822015154,Strenua,0
39486189,1069061395,Julie Hausmann,0
41782248,1033651146,Gil Vasques de Soverosa,0
58698551,952383340,Cholargos (deme),0
31381924,1021987640,Yamato Hime no Ōkimi,0
13741173,931422436,Gugunian Expedition,0
5607092,1070915681,Tomb of the Roaring Lions,0
9532231,1069379688,Battle of Clitheroe,0
82874,1046609727,Oeneus,0
317286,1076743523,Scipio Aemilianus,0
1795942,1073166681,Elizabeth Stuart Phelps Ward,0
64374897,1060688114,1933 in Belgium,0
51104725,1059995229,Missouri League of Women Voters,0
5572547,541417978,Xenocrates (disambiguation),0
65933622,1003234358,Fu'an Temple,0
1112175,1065830622,Sulayman al-Arabi,0
53115016,1039117314,Christiane Singer,0
55097531,1078260068,List of battles of the Romanian Navy,0
40983994,1057939274,Louise Japha,0
24061,1078056863,Pope Boniface IX,0
145252,1076344687,List of people on the postage stamps of the United States,0
2068728,1070750792,Thrasyllus of Mendes,0
22691777,1071888666,Duchess Caroline Mariane of Mecklenburg,0
24367450,953759476,Cheimerium,0
56351039,1078209411,Dorinda Moreno,0
3313522,1076566585,Kosovo vilayet,0
6946089,1068003708,Bishop of Lincoln,0
7776076,985244191,Memucan,0
58135261,1063848331,Mary O'Connell (1778–1836),0
749755,1080448405,Aleksandra Ekster,0
47551032,963752388,Frank Walton (philatelist),0
37212957,1032911411,Aplahanda,0
56415326,945026766,Hattie B. Gooding,0
5284320,1019168860,Gwen Wakeling,0
1402696,1072623271,Heraclea Lyncestis,0
22821494,1064475231,Élisabeth Daynès,0
15081635,1017839678,Veronica of Milan,0
6232157,1068968718,Maria Torribia,0
2360438,1070274347,Homeric Greek,0
36222295,1070641061,Irma Lindheim,0
4080621,1070050755,Theriac,0
42355886,1062948729,Alicia Cañas Zañartu,0
18935678,1079416483,Juliet Stillman Severance,0
30228432,1068134455,Edith Porada,0
545565,1025641620,"Maud, Countess of Huntingdon",0
13159425,880330035,"Dytilaos, Tetrarch of the Tectosagii",0
10038278,1048626441,History of the Jews in Oman,0
64418564,1068475285,Zoora,0
46256912,1074068669,Pilluchu,0
16538176,1073598615,"Beatrice d'Este, Queen of Hungary",0
1029189,1050206098,Thick description,0
6654678,1072842470,Cavari,0
53123113,994174297,Meninx (town),0
1615974,1078462293,Grand Duchess Maria Nikolaevna of Russia,0
18712052,1066601979,Tribal assembly,0
30494080,901544189,Universal Postal Union Collection,0
24533248,1069550705,Deir el-Shelwit,0
24480631,1058253808,Divine madness,0
33636051,1080290603,Empress Hang,0
65324739,1066267722,Emilie Peacocke,0
42504609,1056954788,Klara Barth,0
8514461,1031576426,Milites,0
1208386,1001640592,Picture stone,0
36392647,1065314065,"Elisabeth of Brandenburg, Landgravine of Thuringia",0
63347117,1070897965,Dorothy Champney,0
3862726,1068141642,Elisabeth Blochmann,0
19380370,1080200836,Battle of Torvioll,0
947123,1069695650,Beth Nimrah,0
41519317,991755925,Chokusaisha,0
52829280,1071483949,George Charles Beckley,0
56553777,1020305046,Praesus,0
64230595,1076445889,The Message and the Kingdom,0
33116074,1072494244,Elizabeth Lee (writer),0
58922053,991623474,Petra (Corinthia),0
25277204,993262831,Nitida saga,0
84522,1071985589,Mares of Diomedes,0
25566199,1068729482,Cross of Lothair,0
59985701,1011478226,William Thorne (philatelist),0
6501801,1007582669,Callinicus III of Constantinople,0
9517787,1073869025,Isabella del Balzo,0
51274695,1062933845,Tymandus,0
3939145,1066509633,HMS Pegasus (1897),0
9807782,1060650516,Princess Elisabeth of Savoy,0
60767633,1049906171,Archaeology of Greece,0
48886498,1056483905,Gina Athena Ulysse,0
48487804,1053533743,Joanna Strathdee,0
21924095,1066101763,"Beatrice of Navarre, Duchess of Burgundy",0
84526,1078404790,Melanippe,0
54391203,1078423232,Guilden Morden boar,0
68640635,1053699565,Brian Shefton,0
15671784,819155071,Constantine Leichoudes,0
35378338,1064653050,Xochitl (Toltec),0
16847243,1075020887,Egyptian astronomy,0
5871293,1011448127,Aindréas of Caithness,0
56535070,998855828,Maria Perkins Lawton,0
20512200,1058712773,Akasha Gloria Hull,0
23521539,1049448196,Eurydice of Athens,0
69215070,1073122998,Ellen Oliver Van Fleet,0
3075097,1042166512,Hilderic of Nîmes,0
4273546,1071808645,Vladislav of Bosnia,0
20308076,1064938589,Elisabeth Gilman,0
34039013,1032322649,Emmy Damerius-Koenen,0
21642214,1035914319,"Helen Vincent, Viscountess D'Abernon",0
1615161,1070220879,Coat of arms of the Province of Karelia,0
26447756,1015198793,Eustathios Maleinos,0
27364162,876287536,Mael Isa ua Máilgiric,0
45461709,1068341295,Elvy Kalep,0
23789398,1077741622,Saint Almus,0
59332,1003656448,487 BC,0
59275338,1075735557,Elisabeth Collins,0
1271983,846537925,Raymonde Vital,0
655718,1079005661,"Isabella, Duchess of Lorraine",0
14036537,1075432901,Amazasp III of Iberia,0
33265081,1061702047,Moron (ancient city),0
61907050,1077537947,Lady Clodagh Beresford,0
27875503,981237878,Cliathairi,0
45402125,1067913696,Margrethe of Roskilde,0
1687452,1075195673,Musa of Parthia,0
43524704,1061496732,Carol Ruckdeschel,0
1003566,1059503620,Aurelia gens,0
62519977,1073575484,Violet Ranney Lang,0
28816902,1033011195,Elizabeth Jenkins (writer),0
19785209,1018953195,"Elizabeth Darcy, Countess of Ormond",0
33885323,992777507,Papyrus Oxyrhynchus 147,0
8263132,1075572967,Bulmer family,0
61450278,987726581,Roger de Kirton,0
2357560,1058879476,Lamprecht,0
26532450,1055954263,Neilos Kabasilas,0
20535235,895171883,Kummanni,0
33748994,1009875406,Havzi Nela,0
42783,1070196165,386,0
17871289,1073482793,Duke Philipp of Württemberg,0
1566981,1063516802,Tacumwah,0
55345220,1069704987,Robin Dennell,0
67137082,1067016275,Qiongxiao Niangniang,0
8066128,1050890170,Titulus,0
30007433,1060498261,"Sarukhan, Bey of Magnesia",0
3114650,996236801,Uppland Runic Inscription 705,0
48484438,1074984863,Kono Yasui,0
42839702,1077555545,Dyfri Williams,0
839740,1050070782,Hagen (legend),0
6296214,880892677,Postage stamps and postal history of Anjouan,0
42845164,1054244946,Erica Tietze-Conrat,0
20526553,933887149,"St. Canute's Abbey, Odense",0
32922209,1055323762,Eurysthenes (Pergamon),0
28227712,812170280,Erich Steidtmann,0
15505515,1063109549,Hjörleifr Hróðmarsson,0
66391106,1063690491,Smita Tandi,0
33247747,1058539161,Nisan Bak,0
29779753,1078420402,Ibn 'Ulayya,0
20737911,1063266758,Mildred Constantine,0
44869022,1049951135,Maria Theresa Lewis,0
11409916,1036442794,Sylviane Agacinski,0
29742217,1079116531,Marguerite Porter,0
48199933,1042037128,Jerome of Périgord,0
30786112,1072105932,Zor Sanjak,0
63677627,1036965984,Reinalda van Eymeren,0
27232489,1022421074,Women's Rights National Historical Park,0
1769517,1033964987,Arsiyah,0
10102795,1077270088,List of federal subjects of Russia by total fertility rate,0
58994523,965771074,Asine (Messenia),0
59343,1019498200,506 BC,0
55863168,1063416992,Maria Kobel,0
54719678,1001456999,Anna Baright Curry,0
1687249,1062467067,Vologases IV,0
947911,1064084779,Socage,0
17346648,1054242696,Giuseppina Ronzi de Begnis,0
2152175,1058999821,"Donough MacCarthy, 4th Earl of Clancarty",0
56812053,1076520633,List of shipwrecks in August 1842,0
54219030,1072075291,Sara Ehrman,0
55301985,994688026,1825 in Siam,0
54422797,1064379260,Hteik Su Phaya Gyi,0
4334990,1075906230,Ottonian Renaissance,0
48999026,1065858390,1729 in Scotland,0
