pageid,revision_id,title,ns
28317047,1010262176,Schwartziella rarilineata,0
14345297,1077502175,List of noctuid genera:J,0
54254137,1007106312,Arhopala azinis,0
47246480,1013467463,Flaveria anomala,0
54279316,1050565938,Sexual diversity,0
58299142,1047614773,Quercus × hispanica,0
34042324,998425077,Anchylobela nitens,0
34347966,1044743723,Hypena labatalis,0
35543870,1055896694,Morphini,0
47893402,1051419579,Battaristis perinaeta,0
69677598,1063809865,Cora pseudocorani,0
65829888,989865463,Rebutia arenacea,0
26888112,1010140512,Lottia persona,0
40858861,998712532,Diptilon chrysocraspis,0
2374005,1063392057,Graham Fairchild,0
25805137,1028052947,Garra allostoma,0
4066987,1071787228,Daggertooth pike conger,0
39171344,1056013677,Orbiculus leaf-nosed bat,0
53544756,1049915410,Scythris conimarginella,0
19724259,1021549697,Diadophis punctatus arnyi,0
57895530,1008627543,Acinetobacter lactucae,0
14881363,1043798166,OR2T12,0
67120981,1061984753,Lobostemon,0
34773757,998897207,Lamoria fumidea,0
43660154,997234845,Pediasia subepineura,0
15181433,1043935962,PIWIL1,0
6990716,1008853450,Habia (bird),0
12541928,1028860611,Yarkand hare,0
43125842,1011041817,Cypripedium yatabeanum,0
47021995,1034055249,Dichomeris caryoplecta,0
12537951,1055715158,Equatorial dog-faced bat,0
43711950,1045453706,Adinandra lasiopetala,0
12486813,1008857150,Timeliopsis,0
1410141,1059318005,Sockeye salmon,0
41381940,998788213,Orthocomotis boscantica,0
43361175,998940477,Eristena shafferi,0
54486673,1013667050,Neoasterolepisma pelagodromae,0
27008273,1010264471,Seguenzia,0
16785809,1010028980,Solenomorpha,0
48647246,998868387,Glyphidocera ptilostoma,0
66869847,1019732070,Scolioneura,0
70248740,1075732063,Parapercis bicoloripes,0
38888751,1025223793,Eupithecia cestata,0
52178618,1061894180,Monochamus melaleucus,0
22557584,1008826622,Xylotumulus,0
433671,1054700248,Rock wren,0
42085648,1038293803,Pheia attenuata,0
31357826,1027687344,Adaina propria,0
48861251,1062045956,Pachnephorus demeyeri,0
26373390,1046630765,Genista pilosa,0
482863,1060822507,Free-tailed bat,0
16154840,1035815802,Michael Joseph François Scheidweiler,0
334377,1044500339,Diplolaemus,0
15980482,1068003006,Wilhelm Sulpiz Kurz,0
57291230,1007715754,Ceutorhynchus anthonomoides,0
43905786,998710318,Neurophyseta perlalis,0
47610445,1028027053,Schizovalva nigrifasciata,0
34414544,1011485474,Aceste weberi,0
13522688,1075750730,Kalanchoe pinnata,0
2265385,1068372917,Progne,0
46870233,998837719,Homadaula dispertita,0
34112590,1053542552,Melangyna quadrimaculata,0
57229945,1065864388,Chrysodinopsis,0
40350657,1012212378,Psittiparus,0
56472644,1055288198,Chalepini,0
22391076,1025406032,Parsonsia straminea,0
69955567,1069224497,Liolaemus sanjuanensis,0
24176671,1070319029,Apamea scoparia,0
47712330,998912569,Scrobipalpa forsteri,0
23997392,1003456626,Bulbophyllum keralense,0
19811199,1010358851,Vespericola armigera,0
66819773,1020561382,Calamotettix,0
51571730,963163701,Acalolepta fuscosparsuta,0
29617807,1056089218,Heteristius cinctus,0
38765,1080479115,Integrase,0
17108552,1015886128,Psychotria forsteriana,0
4215904,1010891310,Sminthopsinae,0
14660929,950493550,Lactosylceramide 4-alpha-galactosyltransferase,0
57245519,990996960,Cremastocheilus harrisii,0
39539006,998460473,Eois lilacina,0
31495968,999041367,Dianeura jacksoni,0
44634475,998645171,Coptobasis monochromalis,0
38504811,1008534025,Mordella latenotata,0
14498907,998252453,Argyarctia,0
23661415,1018214549,Augouardia,0
1354149,1048701857,Spanish Riding School,0
14534188,998314827,Emmetrophysis,0
43137435,998465133,Huayna quillosa,0
69508,1039432650,Acinonyx,0
57280505,917515176,Ochthebius puncticollis,0
36045396,1008557860,Mordellistena paramoresbyensis,0
22170382,998372149,Zotheca,0
67318413,1032112984,Goniurellia lacerata,0
19087258,1045665836,Pediasia aridella,0
12707476,1054759135,Nesciothemis,0
24139469,997494592,Tetanostola,0
45638290,1016053915,Introduced trout in lake ecosystems,0
14766152,1041808847,HuD (protein),0
12106894,1078445185,List of Abuta species,0
27498878,1056316679,Diprionomys,0
32333181,1025220028,Hellinsia fissuralba,0
21975254,1075989769,L-form bacteria,0
43108057,903277133,Rhinotragus trilineatus,0
32689393,1077469511,Micronola wadicola,0
3074113,1054760621,Antelope jackrabbit,0
42116593,1046309613,Arctia hannyngtoni,0
11300624,1055936677,Protea neriifolia,0
42485982,1028056848,Nigilgia pseliota,0
50519099,1014904431,Thordisa sanguinea,0
12427194,1069629340,Crested owl,0
47133171,1062374076,Ethmiopsis subtegulifera,0
36245541,985964679,Hypopygus neblinae,0
51435300,970123652,Corynomalus elegans,0
12895687,1073951557,Mangifera odorata,0
56664094,965225634,Anoplocnemis,0
35868526,1012338594,Mordellistena crunneocephala,0
61172551,1075589464,Mycetocola manganoxydans,0
47058803,996135999,Conus brunneobandatus,0
57345930,1011089805,Arethaea carita,0
27229554,1009726604,Abyssochrysos melanioides,0
67652051,1057684620,Vaccinium formosum,0
66958318,1064985608,Homosexual seduction,0
57281301,917519561,Phaenops drummondi,0
21742648,1010468686,Pattersonoberyx,0
29382145,1038285692,Ornithodoros moubata,0
47531682,1012681030,Rubus irasuensis,0
22151286,998289018,Placosaris,0
35878786,1008512704,Hoshihananomia pseudauromaculata,0
40219085,1068404381,Bernice Shanet,0
37541269,1013878488,Waltheria tomentosa,0
42397849,912775303,Phtheochroa vulneratana,0
32084938,1045857833,Coleophora longispina,0
34493314,986343614,Rhinoscapha,0
41688998,988857198,Edmond Gustave Camus,0
12191853,1015701311,Galium saxatile,0
37875886,997432164,Alpenus maculosus,0
5985739,1070408006,Carrot,0
46292151,904055741,Sybra sumatrensis,0
23622324,998320925,Johnlaneia,0
43846398,1025223268,Elachista angularis,0
52975160,1076553270,List of fictional dogs in live-action film,0
38989317,1038320698,Eupithecia problematicata,0
30166286,1018972208,Euzaleptus,0
32189635,1023878765,Pseudiragoides itsova,0
43677824,1024842959,Nemophora chrysoprasias,0
67525151,1032695512,Paraactinoptera danielsi,0
49498212,998236235,Lichenaula tortriciformis,0
6445747,1060742286,Michael Brooker,0
46827643,904080369,Carterica cincticornis,0
34702344,998843899,Insalebria kozhantshikovi,0
15214334,1034802836,Bizzarria,0
12387629,1055453000,Pristimantis pedimontanus,0
56989589,1035714022,Phyllotreta undulata,0
51690552,1072628509,Anaerocella,0
25800105,1013952643,Melinis repens,0
39717503,1062892596,Aeschynomene indica,0
42050686,997489659,Paramelisa lophura,0
53015387,904303882,Prosoplus obliquevittatus,0
22771794,962092551,Memory cells (motor cortex),0
14551176,1023867371,Eugonosia,0
39314903,908164167,Dognina honeyi,0
35576021,1055335837,Megastomia sulcifera,0
43623078,997450928,Culladia inconspicuellus,0
50364867,1056859483,Macrostomorpha,0
44402632,1033882562,Scoparia antarcticalis,0
34224236,1043962903,Berlin Aquarium,0
323999,1049413737,Saltuarius,0
26846085,1009784429,Clavus johnsoni,0
65991612,992934845,Alfalfa pests,0
30482137,1076850319,List of Adenanthos species,0
16065476,915829129,Carinamala,0
24812918,1013659448,Melasphaerula,0
49305392,1013445352,Eremophila homoplastica,0
27740267,1055913865,Geomitra grabhami,0
67770793,1026578100,Glossocalyx,0
43219048,903543432,Scopanta,0
28493055,984191909,Fibrillanosema crangonycis,0
1636603,1040370498,Little Swan Island hutia,0
58088010,1077962494,Rhodanobacter,0
16853397,1043220554,METTL2B,0
22519808,1072933811,Schismatomma,0
11420655,950807188,Alpha operon ribosome binding site,0
25893047,1011048996,Imerinaea,0
508569,1062322873,Tropical gar,0
43732296,1064905259,Metarhizium brunneum,0
6341453,1056155107,Halocarpus kirkii,0
52490435,904573578,Anagelasta lineifrons,0
28934275,391335898,O. glaber,0
7657481,1013473515,Gaultheria lanigera,0
2736302,1054788293,California gnatcatcher,0
35300568,998979193,Prodoxus tehuacanensis,0
53023642,1024740329,Pterolophia kalisi,0
30792878,998654106,Eurypteryx molucca,0
24488095,1008762695,Epicnaphus,0
37781720,1024844262,Scopula dimoera,0
2458830,1056087772,Borneodendron,0
24663718,985283002,Polypogon plumigeralis,0
22235619,1008338552,Paratendipes,0
5912593,1008969632,Comal blind salamander,0
18329883,1065354019,Kenyon cell,0
33320983,993510225,LRP3,0
23660860,1073927514,Chloropsina,0
10671747,1045453121,Eucalyptus cinerea,0
37185601,1011486052,Aspidodiadema meijerei,0
35477356,1076457404,Glyphipterix aulogramma,0
27390413,1013674027,Bittium impendens,0
16867740,1033416697,Palaeolycus,0
47523216,998842609,Telphusa orgilopis,0
199534,1075102091,Ecdysozoa,0
36043676,998708930,Heliozela anantia,0
24271181,1037070314,Schinia oculata,0
17124446,1068447457,Ichthyodectes,0
56956814,1049230071,Ypthima tabella,0
12188295,1068137197,Festive coquette,0
57353488,1045409260,Actenodes simi,0
47060433,913889755,Suphisellus simoni,0
28842995,1012264842,Holaspina alstoni,0
31752923,1045881724,Coleophora cretaticostella,0
52375381,1011074288,Frailea phaeodisca,0
22015106,1040905868,Dilemma inexpectatum,0
57252492,1079674477,Notch regulated ankyrin repeat protein,0
35868769,1014686447,Mordellistena fageli,0
49476502,1078212822,List of critically endangered birds,0
61452107,1012245903,Phrynus garridoi,0
32387344,934296726,Pterophorus kuningus,0
61360840,1055953778,Euspondylus auyanensis,0
70258475,1075923693,Cyperus filipes,0
12452007,1068881164,Rufous-sided scrub tyrant,0
70056023,1071493393,Xylophragma seemannianum,0
6197556,1060848193,Otto Stapf (botanist),0
70083478,1077560815,Amphilius grandis,0
42240873,1080204396,Allium carolinianum,0
43695451,997242845,Trichophysetis cretacea,0
53023358,1022113174,Pterolophia pseudocostalis,0
21577131,1040974293,Ecolsonia,0
43992303,904291918,Hypamazso,0
53646166,905214454,Thylactus zuberhoferi,0
49216923,1025113254,Athymoris dibaliodes,0
1110256,997174853,Anthocharis sara thoosa,0
25754449,1010576950,Acrossocheilus xamensis,0
56641786,1069310562,Terribacillus aidingensis,0
12465349,1054875854,Rüppell's black chat,0
34041020,984097752,Globigerinoidea,0
434202,1078993394,Western white pine,0
61242597,1032064031,Hatiora cylindrica,0
12870647,1013128038,Cantleya,0
27619346,1010231780,Primovula formosa,0
12918739,1055508274,Hedlundia arranensis,0
56891232,961809471,Aleodorus bilobatus,0
35193980,1055214536,Hikosanoagonum,0
64453290,990084923,Andrena nothocalaidis,0
27093503,1010367143,Volvarina laurauae,0
26761286,996852877,Scotorythra rara,0
22009386,1005168137,Anatralata,0
28340094,1060861800,Determination (biology),0
12352629,1055294287,Garcinia aristata,0
34644980,1027919873,Hypotia namibiensis,0
18906467,1010097300,Helicella itala,0
25893839,1049565419,Neobolusia,0
68853139,1056310128,Afripupa,0
12874578,1055744656,Euphorbia duranii,0
23622405,998321063,Lambornia,0
24749251,1008787262,Melanopsammella,0
53540244,1006929409,Pasias,0
25914996,1079202293,Java barb,0
20780318,932779984,Cymbium,0
32485149,1067805867,Pocilloporidae,0
68770693,1067165536,Belted wrasse,0
53628547,905155089,Trigonoptera laevipunctata,0
67331548,1041875046,Goniurellia omissa,0
42953775,998880437,Chionothremma nigrangula,0
14492584,998251168,Amalodeta,0
25566599,1068903967,Banda Sea Islands moist deciduous forests,0
42485816,998960780,Synechodes megaloptera,0
44951073,988863231,Anauxesis vicina,0
57259852,991001897,Polyphylla anteronivea,0
9876841,1066162771,Horaga viola,0
66128917,1035238101,Salix dibapha,0
15069805,1042036673,IFI6,0
28847598,959424152,High mobility group protein HMG14 and HMG17,0
5712223,1073795999,Holbrookia maculata perspicua,0
53266941,1013116976,Caladenia mesocera,0
9414352,1060029099,Hakea victoria,0
12908506,1055679676,Pouteria semecarpifolia,0
35828908,1025773373,Bicyclus simulacris,0
49175209,1059531591,Hydnellum martioflavum,0
57333458,998833359,Marathyssa minus,0
12183904,1055683184,Capoeta antalyensis,0
44153125,847130412,Megachile franki,0
14141245,917352112,Cob(II)alamin reductase,0
12876242,1055277015,Ficus schumacheri,0
23988231,1007095084,Thargella,0
36793723,998663594,Acrolepia peyerhimoffella,0
22503779,1008736531,Badimiella,0
19073335,960687536,Catoptria permutatellus,0
37849262,951214639,Scopula gastonaria,0
21737674,1070588542,Florida box turtle,0
39083850,913012426,Trechus culminicola,0
43348585,1026725489,Streptococcus tigurinus,0
68905843,1048519708,Ophelina,0
23544726,1073820580,Diabetes alert dog,0
44877520,1010999397,Carex atroviridis,0
10418651,1066603330,Powdery scab,0
34298803,1008259209,Beris strobli,0
41365573,1076736832,List of largest birds,0
28288866,1059942874,Tropidophis nigriventris,0
640993,1068122968,Otto von Münchhausen,0
52583301,798862254,MYEF2,0
22641261,1026989682,Strongylosteus,0
58021905,1077304821,Cretophasmomima,0
18977172,1040806570,Amaranthus watsonii,0
20533892,1031744309,Breeding in the wild,0
39783055,998309865,Amselina,0
49459516,1077507828,List of endangered birds,0
51555766,1068194320,Nocardioides hungaricus,0
45373396,1070671449,Phostria ledereralis,0
12923296,1055432085,Tristaniopsis littoralis,0
2939977,1013784781,Panaeolus,0
57336077,1006963545,Kukulcania utahana,0
34106965,1029186586,Acrobasis injunctella,0
58481823,1038687653,Equestrian at the 2020 Summer Olympics – Individual eventing,0
21105468,1052007521,Pleurota bicostella,0
12190063,1055495859,Juniperus semiglobosa,0
19275721,1077923207,Niobia Bryant,0
59591691,1009812728,Cytharomorula dollfusi,0
57280252,917513897,Stenostrophia amabilis,0
336695,1073227606,Western yellow wagtail,0
35502980,1056203940,Crested triplefin,0
53477541,1040810471,Glenea subhuonora,0
14944093,647363088,Water-hemp,0
12436687,1054838622,Golden-chested tanager,0
48300157,998241115,Ornativalva novicornifrons,0
40946328,1002637369,Paul Andries van der Bijl,0
38079508,1009803032,Diodora octagona,0
61989086,1012454368,Lobofemora scheirei,0
52686890,978046882,Caledanapis,0
22229905,998275010,Fanala,0
52651815,1046240370,Actinothoe sphyrodeta,0
37292061,1054837623,Euthecta cooksoni,0
43679551,1054956381,Newcastelia,0
43264781,1009950495,Cnemaspis pulchra,0
44577814,1077420738,Yara Martinez,0
42438382,998305270,Anticla,0
48825873,998450499,Antaeotricha doleropis,0
60147512,1064109899,Sphaerodactylus parkeri,0
33756594,1025114027,Daemilus rufus,0
24075573,1010379704,Metabaltoceras,0
12654334,1055588579,Epioblasma sampsonii,0
57487565,1020493611,Thelymitra lucida,0
22575398,1048219861,Trombidium toldti,0
54140938,1008960670,Microhyla taraiensis,0
60152225,1039115484,Pliopapio,0
44968106,1077376296,Cleptometopus undulatus,0
45349924,998855311,Ericeia canipuncta,0
57046193,1072351730,Monsoma,0
24002051,1011036843,Bulbophyllum zamboangense,0
66422294,1069802227,Aframomum chrysanthum,0
39759479,1010641962,Myopsaron nelsoni,0
8450332,1056831541,Ulmus glabra 'Dovaei',0
12458670,1054705650,Riverside tyrant,0
12879142,1055469980,Goniothalamus simonsii,0
57096243,1043987137,Phanaeus adonis,0
32080264,1007189540,Lycorea halia,0
46878405,1008719297,Aplosporella yalgorensis,0
43620104,1048447855,Zasphinctus,0
40930841,1069016220,Notograptus,0
65355220,1053396773,Delsatia,0
27379870,1072019766,Acacia decora,0
42366570,946692312,Eastern Dry Forest,0
26888278,1051188547,Propilidium pelseneeri,0
12889473,1055419617,Isoetes sinensis,0
12465072,1054948016,Stub-tailed antbird,0
57339283,1048101630,Hydroporus puberulus,0
17530255,626807596,Fleawort,0
42179779,1046422038,Diacrisia subvaria,0
5577624,1009992675,Holbrookia lacerata,0
12535272,1055365327,Himalayan shrew,0
15083013,1013631288,Afreumenes,0
67318064,1032695075,Freidbergia mirabilis,0
57280105,986346644,Magdalis cuneiformis,0
48668972,1069585844,Symmoca megalomera,0
26345590,1074378124,Hermaea zosterae,0
51209463,1011932164,Castanopsis psilophylla,0
31441114,1030784138,Genetypes,0
27462300,1077213745,Frangula betulifolia,0
42559373,998883482,Meridarchis pentadrachma,0
69017255,1064440605,Laona (gastropod),0
57310356,1008330679,Ommatius ouachitensis,0
15066686,1044807578,SH3BP5,0
94248,1060686363,Populus,0
14121724,1077503534,List of lymantriid genera: A,0
34228036,1007193881,Morpho didius,0
57345656,1008349605,Pseudotephritina inaequalis,0
53627108,1036999835,Tmesisternus bezarki,0
54570260,1077590203,Buttiauxella gaviniae,0
62583416,1035484293,Alophe,0
35921037,1059615793,Charaxes angelae,0
67770050,1026575326,Eubrachion,0
40151843,1068185619,Crowned woodnymph,0
43197227,1068402849,Dualex,0
23544441,1012217790,Ruys's bird-of-paradise,0
25727414,1039752035,Scotura annulata,0
27074183,1062051912,Menegazzia castanea,0
18307050,1075372643,Synoplotherium,0
35508132,1057502082,Eburia aliciae,0
22685825,1031113109,Fuchsia triphylla,0
24231050,1054774396,Fork-tailed drongo-cuckoo,0
45294793,1010328237,Trinchesia ornata,0
67167783,1020390104,Chamaecallis,0
988523,1071873518,Demoiselle crane,0
11459969,1069736596,Alternaria limicola,0
52239263,1010592607,Cathorops fuerthii,0
53974570,1060823211,Glyptoactis,0
19643962,1078363553,Equestrian at the 1984 Summer Paralympics,0
12405249,1046104022,Amnirana albolabris,0
18553191,1022181731,Sphodromantis pavonina,0
44505686,1011487669,Toxopneustes maculatus,0
33262559,1061803182,Prochloron,0
65184156,1069398810,Plant microbiome,0
12618210,1055702061,Oktedi rainbowfish,0
19926612,966911175,Myrina (butterfly),0
5673037,1054935051,Mauritius sheldgoose,0
51281580,1063009825,Hemiloapis yandaira,0
41593262,1042037388,IFIT proteins,0
25713113,1040961276,Ephialtias velutinum,0
54222488,1007105754,Arhopala achelous,0
5826941,1006961487,Hispo georgius,0
505867,1059632408,Glycine (plant),0
10984340,1064452417,Cayratia,0
12420533,1054988232,Madagascar spinetail,0
5284159,1061771512,Spangled drongo,0
4152068,1075466950,Haplogroup JT,0
12854399,1067497494,Aloe suzannae,0
68426079,1037669222,Gompholobium glutinosum,0
50141271,1069895401,Hypercallia unilorata,0
22578714,1011558886,Procecidochares gibba,0
43370142,883588897,Urgleptes kuscheli,0
9819204,988410635,Refugium (fishkeeping),0
57045540,1009030057,Labena,0
8402384,1011435654,Coccothrinax boschiana,0
67093034,1019382762,Gossia gonoclada,0
23999312,1011022226,Bulbophyllum melleum,0
57054404,1009237837,Paraulacizes,0
35261273,1034796533,Alucita tridentata,0
50272178,716548119,T. microstomus,0
36184404,1007213607,Sevenia dubiosa,0
46290959,1062371202,Elachista sagittiferella,0
67867571,1069313877,Planococcus (bacterium),0
608376,961934604,Heredia,0
57271340,1013999282,Aclypea opaca,0
56746476,1000022094,Diascia transvitta,0
10695977,1043637579,NOD2,0
18487974,1009131136,Amorphoscelis villiersi,0
34300054,998460954,Epiparachma,0
25293487,1075928123,Ian Newton,0
25283812,1078858180,Dyckia reitzii,0
37660,1077132448,List of parasitic organisms,0
51322790,1075438828,Grevillea marriottii,0
1898617,1047186998,Edwin Copeland,0
41197706,884446904,Netechma setosa,0
12176362,1055276674,Woodland Oldfield mouse,0
45567430,903942551,Parepilysta enganensis,0
12914064,1055779895,Sabicea stenantha,0
35744810,912861855,Inotrechus,0
12176214,1070099418,Gorongoza gerbil,0
27391118,1016588999,Turritella knysnaensis,0
57192517,991001690,Phyllophaga riviera,0
37318085,517691798,C. marginatum,0
53835041,1006970474,Mendoza zebra,0
6150557,1065716702,Myofibroblast,0
8127103,1010516459,Lepidonectes,0
37146454,998896332,Acrolophus chiricahuae,0
26871830,1024439283,Terebra pseudopicta,0
57280091,1008368320,Tricimba lineella,0
30804781,1009778220,Cerithiopsis serina,0
30865055,1021677960,Sloth moth,0
50684487,904297010,Xylotoles persimilis,0
12411464,1055290751,Philautus pallidipes,0
12424633,1078971551,Brotogeris,0
25760205,1071506756,Cryptothallus,0
42729932,1010785626,Alisma nanum,0
53096632,1068956232,Martin Parniske,0
61906967,1075975304,Parachela williaminae,0
42051609,1023873332,Aemene punctatissima,0
53434510,1060481988,Thiratoscirtus perspicuus,0
23167102,994139424,Naetrocymbaceae,0
39579887,1077095594,Melica yajiangensis,0
34491487,998994839,Anabasis zhengi,0
57192940,1009304766,Indiopsocus campestris,0
63275795,1009099220,Perspicuibacter marinus,0
43934020,998508924,Parthenodes hydrocampalis,0
57344834,1054908897,Sympetrum signiferum,0
20873344,1012821357,Uva Tosca,0
23635577,998324932,Paromphacodes,0
24975620,452935924,M. edulis,0
53484004,1040618407,Glenea similis,0
22446466,1014603335,Hebeloma cylindrosporum,0
25306374,1040879996,Diogma,0
55877003,1012208356,Palaeohierax,0
28479327,422161229,Crassula (disambiguation),0
189302,1063745459,Sheepdog trial,0
59502858,1010244678,Pygmaeconus molaerivus,0
12655438,1055289948,Gulella translucida,0
67923907,1028164971,Ancylodiscoididae,0
12519293,1054768793,Olive colobus,0
37768629,951366626,Scopula cesa,0
31713102,1006934406,Acantholycosa lignaria,0
67797416,1030430155,Armadillidium petralonense,0
12603992,1077092472,Awaous stamineus,0
2239579,1024431891,Epsilonretrovirus,0
30165628,1012322568,Azucarella,0
67355682,1021503681,Euphorbia subpeltata,0
14778236,1042914732,LITAF,0
24604605,1023865040,Acylita elongata,0
63174052,1058758057,Cryptoblepharus wulbu,0
53233697,1013116886,Caladenia lorea,0
13720341,1009089540,Saprolegniales,0
26218299,1065056339,Celtis africana,0
46775658,1011491541,Selaginella sibirica,0
12907900,1055489370,Popowia velutina,0
12165262,1055461918,Tiny yellow bat,0
49067023,955909246,Lecithocera luteola,0
23614011,1010587572,Blackfin flounder,0
27111516,1009737372,Amoria hunteri,0
70320120,1078731305,Olearia cassiniae,0
22252110,947925994,Opisthostoma shelfordi,0
39205766,1057497575,Chloroclystis muscosa,0
12863656,1055300993,Buchenavia rabelloana,0
65318803,1016487407,Allium melananthum,0
25017498,933234748,Vibrating Palm (disambiguation),0
11421904,1052179717,Small nucleolar RNA SNORD116,0
53858931,948294759,Endotrypanum schaudinni,0
66807101,1020617191,Apterona,0
53498908,904959556,Menesia niveoguttata,0
12192077,1055001365,Evergreen forest warbler,0
9337873,1061435893,Madtsoiidae,0
68252465,1035115024,Tropidia fasciata,0
70118626,1075639909,Cryptothecia punctosorediata,0
11442363,1069613156,Boverisuchus,0
67568559,1054423605,Marsh organ,0
42306384,1013499798,Hippeastrum correiense,0
13841471,1054772620,Norway bullhead,0
12892865,1010200624,Lepinia,0
67769820,1057321009,Eokochia,0
48810549,1060096507,Listronotus bonariensis,0
67567803,1021898017,Actinopus cucutaensis,0
61057166,1037343658,Empis cognata,0
27619501,1024081199,Phenacovolva dancei,0
57192957,1010021117,Pù Hu bent-toed gecko,0
35197547,1055239974,Speocolpodes,0
60174464,1076540534,Paraglaciecola aquimarina,0
57352542,1008304197,Liriomyza venegasiae,0
34943179,1052399776,The Ice Aquarium,0
53458650,977832818,Cheniseo,0
52727749,1061274790,Pachystola fuliginosa,0
53633635,1008587755,Zographus scabricollis,0
5545283,1064077678,Alcohol oxidoreductase,0
58296869,1009683772,Reesimermis nielseni,0
52514512,1047512215,Obages flavosticticus,0
67061148,1019577279,Aptinothrips,0
16849865,1000374875,PKN3 (gene),0
60690230,1029634165,Rhaphidophora hayi,0
67092799,1041875011,Oedaspis dorsocentralis,0
20975650,1073834476,Deep-sea gigantism,0
43534279,935755502,Hippopsis griseola,0
19619715,1020500664,Uromyces,0
59509825,1009723671,Calliostoma contractum,0
67377811,1026623746,GLM Co. Ltd.,0
12178168,1072397642,Erythrina tahitensis,0
15353237,1079122360,APMAP,0
58755013,970018215,Aitchisonia,0
39017707,1070707966,Carnarvonia araliifolia,0
19430979,1005771279,Hans Moser (rider),0
42865849,1073852215,Triclonella citrocarpa,0
33158860,997206140,Benderia,0
33808458,998845739,Chloropaschia possidia,0
31077044,1070534282,Brenthia pavonacella,0
22152034,998290603,Tipanaea,0
44789626,1062902182,Chaetoseris,0
771180,1076815299,Sium sisarum,0
36394741,1080465467,Dracula simia,0
58875612,1074467018,Inositol polyphosphate kinase,0
5825708,1011750223,Cocalodes,0
25803833,1010673437,Rasbora bankanensis,0
30319239,973757863,Chamaesphecia hungarica,0
12350459,1055534837,Draba steyermarkii,0
35537846,1029184564,Microsphecia brosiformis,0
67884110,1027343003,Ironidae,0
35467344,1066981720,Morchella tridentina,0
33373010,1064925465,Micrarctiina,0
3272277,932755114,Chambry,0
9093948,1037234825,Gascon Saintongeois,0
51734913,986350342,Callistola elegans,0
43301994,1070553777,Endoxyla stenoptila,0
37113838,1021345141,Index of biodiversity articles,0
58400525,1060819029,Crassispira logani,0
39924541,1020457041,Ripogonum brevifolium,0
36056203,1008559998,Mordellistena stenidea,0
25878650,1010628048,Labeobarbus compiniei,0
39014704,985220551,Ulva profunda,0
57245419,1012452253,Megalomus,0
15044596,1049458233,Dilochiopsis,0
44303303,1047511937,Maublancancylistes maublanci,0
47342699,1011954164,Mosquitoxylum,0
14120184,1075112196,POLR2J,0
56231445,1025601630,Lily pad (disambiguation),0
35140116,1008953169,Herpelidae,0
25701388,1010569830,Black sharkminnow,0
46468204,904073653,Bacchisa albicornis,0
15031873,1042049496,INTS6,0
15556569,1036523104,Mitrate,0
46467133,1062382832,Exaeretia deltata,0
69973522,1069562229,Amabiliidae,0
23621723,1000034409,Evecliptopera,0
66749081,1008214680,Orvo Vitikainen,0
27795279,1055899374,Western fieldwren,0
31693974,1045888540,Coleophora tremula,0
59591836,1034509766,Thais tricolorata,0
36374016,940800721,Capped seedeater,0
36997345,910025253,Orthogonius parasuturalis,0
